strategy,entry_ts,exit_ts,entry_reference_price,entry_execution_price,initial_stop,initial_target,atr_at_entry,exit_price,exit_reason,holding_bars,touch_target_bar_events,initial_stop_touch_bar_events,same_bar_ambiguous_bar_events,TARGET_TOUCHED_ANY,INITIAL_STOP_TOUCHED_ANY,TARGET_AND_INITIAL_STOP_SAME_BAR_ANY,classification
baseline,1694244600000,1694247300000,1634.82,1635.146964,1633.204165429957,1638.051669140086,0.8079172850216436,1634,llm_sell,3,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1694251800000,1694254500000,1635.97,1636.297194,1634.405978150499,1639.098043699001,0.7820109247504031,1634.21,stop_loss,3,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1694276100000,1694283300000,1635.8,1636.12716,1633.606526826921,1640.186946346157,1.096736586539314,1633.26,stop_loss,8,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1694293200000,1694304900000,1635.79,1636.117158,1634.1596205444,1639.050758911199,0.8151897277997072,1632.01,stop_loss,13,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1694490300000,1694513700000,1584.87,1585.186974,1572.353458555051,1609.903082889897,6.258270722474243,1613.14,take_profit,26,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1694599200000,1694652300000,1599.24,1599.559848,1590.618299711013,1616.483400577973,4.31085014449331,1635.89,take_profit,59,4,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1694743200000,1694763900000,1633.42,1633.746684,1627.084286382417,1646.091427235166,3.167856808791332,1627.78,stop_loss,23,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1694813400000,1694817000000,1628.67,1628.995734,1621.742513030757,1642.524973938486,3.463743484621578,1647.12,take_profit,4,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1694886300000,1694890800000,1637.51,1637.837502,1633.90408091105,1644.7218381779,1.802959544474925,1633.73,stop_loss,5,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1694945700000,1694951100000,1633.41,1633.736682,1630.549609879518,1639.130780240964,1.430195060240863,1629.75,stop_loss,6,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1695008700000,1695033900000,1630.33,1630.656066,1621.808122507384,1647.373754985232,4.260938746307951,1648.4,take_profit,28,2,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1695114000000,1695121200000,1645.32,1645.649064,1640.128098825322,1655.703802349356,2.595950587339078,1642.11,stop_loss,8,1,0,0,True,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1695174300000,1695176100000,1648.26,1648.589652,1642.685476438175,1659.40904712365,2.787261780912497,1642.51,stop_loss,2,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1695356100000,1695379500000,1593.96,1594.278792,1587.828297931583,1606.223404136834,3.065851034208515,1593.59,stop_loss,26,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1695427200000,1695438000000,1596.6,1596.91932,1591.963463486392,1605.873073027215,2.318268256803758,1591.77,stop_loss,12,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1695455100000,1695458700000,1594.4,1594.71888,1591.88731114449,1599.42537771102,1.256344427754974,1593.17,llm_sell,4,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1695496500000,1695509100000,1594.59,1594.908918,1591.65753535334,1600.45492929332,1.466232323329983,1590.81,stop_loss,14,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1695512700000,1695517200000,1593.8,1594.11876,1591.439883226599,1598.520233546803,1.180058386700654,1591.2,stop_loss,5,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1695519900000,1695529800000,1594,1594.3188,1591.71735772409,1598.56528455182,1.141321137954982,1591.41,stop_loss,11,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1695546000000,1695550500000,1595.41,1595.729082,1593.731981414095,1598.76603717181,0.8390092929523277,1593.72,stop_loss,5,0,3,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1695578400000,1695579300000,1597.06,1597.379412,1593.335683687965,1604.50863262407,1.862158156017477,1588.01,stop_loss,1,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1695657600000,1695675600000,1594.94,1595.258988,1586.161922046693,1612.496155906613,4.389038976653295,1585.25,stop_loss,20,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1695764700000,1695807000000,1588.93,1589.247786,1583.583924483772,1599.622151032456,2.673037758113979,1604.34,take_profit,47,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1695863700000,1695896100000,1606.09,1606.411218,1598.67012824184,1620.929743516319,3.709935879079841,1621.4,take_profit,36,6,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1696019400000,1696082400000,1666.64,1666.973328,1658.500248828474,1682.919502343051,4.069875585762868,1684.8,take_profit,70,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1696139100000,1696154400000,1679.23,1679.565846,1675.668794037194,1686.352411925613,1.780602981403135,1690.22,take_profit,17,2,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1696198500000,1696199400000,1725.42,1725.765084,1708.822402330907,1758.615195338187,8.298798834546742,1731.34,llm_sell,1,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1696421700000,1696425300000,1648.61,1648.939722,1643.455344826649,1658.919310346702,2.577327586675423,1641.6,stop_loss,4,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1696450500000,1696484700000,1646.67,1646.999334,1636.668407588917,1666.673184822167,5.000796205541744,1640.45,stop_loss,38,0,0,0,False,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1696576500000,1696580100000,1626.5,1626.8253,1621.804013746741,1635.891972506517,2.347993126629246,1637.26,take_profit,4,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1696731300000,1696734900000,1639.72,1640.047944,1636.44269872413,1646.27460255174,1.638650637934989,1636.27,stop_loss,4,0,3,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1696781700000,1696802400000,1630.03,1630.356006,1622.898321072022,1644.293357855956,3.565839463989076,1628.21,stop_loss,23,0,0,0,False,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1696822200000,1696830300000,1634.57,1634.896914,1629.403300638755,1644.903398722489,2.583349680622257,1628.64,stop_loss,9,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1696919400000,1696933800000,1588.55,1588.86771,1584.011409392853,1597.627181214293,2.269295303573405,1586.43,stop_loss,16,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1697018400000,1697037300000,1573.49,1573.804698,1565.275952413251,1589.918095173499,4.107023793374688,1558.49,stop_loss,21,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1697064300000,1697072400000,1565.43,1565.743086,1558.116971832621,1580.056056334757,3.656514083689334,1558.88,llm_sell,9,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1697092200000,1697095800000,1565.58,1565.893116,1560.441471094019,1575.857057811961,2.569264452990295,1561.45,llm_sell,4,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1697163300000,1697168700000,1542.81,1543.118562,1537.014816381032,1554.400367237935,2.897591809483715,1539.14,llm_sell,6,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1697173200000,1697177700000,1543.5,1543.8087,1538.854992007882,1552.790015984235,2.322503996058759,1539.67,llm_sell,5,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1697178600000,1697179500000,1541.38,1541.688276,1537.044405049471,1550.051189901058,2.167797475264377,1540.07,llm_sell,1,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1697180400000,1697208300000,1545.32,1545.629064,1540.519818639595,1554.92036272081,2.400090680202442,1541.83,stop_loss,31,0,0,0,False,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1697214600000,1697221800000,1548.56,1548.869712,1542.057297187807,1561.565405624386,3.251351406096577,1543.16,llm_sell,8,0,1,0,False,True,False,STRATEGY_EXIT
baseline,1697229900000,1697236200000,1559.54,1559.851908,1551.695498793162,1575.229002413675,3.922250603418795,1551.22,stop_loss,7,1,1,0,True,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1697292900000,1697299200000,1550.56,1550.870112,1547.374138010417,1556.931723979166,1.592930994791559,1557.12,take_profit,7,2,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1697355900000,1697371200000,1554.96,1555.270992,1552.810904187822,1559.258191624356,1.074547906088951,1554.69,trailing_stop,17,2,0,0,True,False,False,PROFIT_TRAILING_EXIT
baseline,1697391000000,1697395500000,1556.38,1556.691276,1552.203166701551,1564.733666596898,2.088416649224443,1565.07,take_profit,5,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1697607000000,1697622300000,1574.29,1574.604858,1566.652784945055,1589.56443010989,3.818607527472555,1569.74,stop_loss,17,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1697726700000,1697763600000,1560.92,1561.232184,1553.033175460552,1576.693649078896,3.943412269723919,1562.28,trailing_stop,41,0,0,0,False,False,False,PROFIT_TRAILING_EXIT
baseline,1697874300000,1697898600000,1606.57,1606.891314,1601.801236346164,1616.107527307672,2.384381826918075,1617.13,take_profit,27,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1697996700000,1698013800000,1635.78,1636.107156,1628.469856218734,1650.400287562531,3.655071890632855,1656.03,take_profit,19,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1698199200000,1698200100000,1794.78,1795.138956,1777.361876043844,1829.616247912312,8.709061978078056,1790.13,llm_sell,1,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1698201900000,1698203700000,1793.12,1793.478624,1776.774497692538,1825.811004614923,8.172751153730854,1787.83,llm_sell,2,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1698241500000,1698252300000,1793.19,1793.548638,1778.350200165913,1822.869599668174,7.41989991704356,1782.98,stop_loss,12,0,0,0,False,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1698281100000,1698300000000,1792.09,1792.448418,1777.003150844292,1822.263698311416,7.543424577853869,1795.95,trailing_stop,21,0,0,0,False,False,False,PROFIT_TRAILING_EXIT
baseline,1698361200000,1698366600000,1809.58,1809.941916,1797.693661516748,1833.352676966504,5.943169241625927,1795.73,stop_loss,6,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1698455700000,1698494400000,1780.48,1780.836096,1772.260848328793,1796.918303342413,4.109575835603315,1785.9,trailing_stop,43,2,0,0,True,False,False,PROFIT_TRAILING_EXIT
baseline,1698566400000,1698583500000,1786.28,1786.637256,1781.03618126772,1796.76763746456,2.621909366139999,1798.6,take_profit,19,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1698654600000,1698685200000,1816.45,1816.81329,1803.407121339397,1842.535757321207,6.521439330301689,1790.7,stop_loss,34,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1698705000000,1698719400000,1811.2,1811.56224,1800.356727623024,1832.886544753953,5.421636188488145,1802.9,stop_loss,16,0,0,0,False,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1698753600000,1698756300000,1811.39,1811.752278,1802.139263251743,1829.891473496514,4.625368374128398,1798.79,stop_loss,3,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1698777900000,1698812100000,1808.7,1809.06174,1796.744689295182,1832.610621409636,5.97765535240885,1808.61,stop_loss,38,0,0,0,False,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1698862500000,1698871500000,1819,1819.3638,1804.442964223318,1848.114071553364,7.278517888341069,1853.91,take_profit,10,6,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1699020900000,1699062300000,1810.3,1810.66206,1798.458206651779,1833.983586696442,5.920896674110446,1834.86,take_profit,46,4,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1699225200000,1699244100000,1896.23,1896.609246,1880.025404317667,1928.639191364666,8.102297841166445,1880.21,stop_loss,21,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1699265700000,1699294500000,1893.6,1893.97872,1883.705186621062,1913.389626757876,4.947406689468965,1887.49,stop_loss,32,3,0,0,True,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1699384500000,1699395300000,1891.6,1891.97832,1876.170281045705,1922.459437908589,7.714859477147265,1880.42,stop_loss,12,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1699445700000,1699469100000,1885.62,1885.997124,1878.597944769833,1899.664110460334,3.511027615083463,1900.4,take_profit,26,4,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1699632900000,1699649100000,2101.17,2101.590234,2079.197628582926,2145.114742834148,10.98618570853705,2087.13,llm_sell,18,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1699650000000,1699655400000,2092.02,2092.438404,2077.490386170113,2121.079227659774,7.26480691494338,2074.91,stop_loss,6,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1699713000000,1699735500000,2075.08,2075.495016,2061.974403069605,2101.291193860789,6.552798465197344,2057.61,stop_loss,25,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1699776900000,1699784100000,2057.88,2058.291576,2047.449636676784,2078.740726646433,5.215181661608239,2048.53,llm_sell,8,0,3,0,False,True,False,STRATEGY_EXIT
baseline,1699803900000,1699812000000,2057.21,2057.621442,2045.358635161565,2080.912729676871,5.925682419217665,2047.79,llm_sell,9,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1699814700000,1699816500000,2053.13,2053.540626,2042.644907557509,2074.100184884982,5.242546221245541,2047.06,llm_sell,2,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1699823700000,1699830900000,2062.41,2062.822482,2052.613732093418,2082.002535813163,4.898133953290801,2040.2,stop_loss,8,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1699837200000,1699846200000,2061.29,2061.702258,2045.338490285146,2093.193019429708,7.975754857427136,2045.39,stop_loss,10,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1699866900000,1699875000000,2055.2,2055.61104,2041.208251285489,2083.18349742902,6.995874357255145,2041.19,stop_loss,9,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1699884000000,1699888500000,2058.89,2059.301778,2045.272099074847,2086.125801850306,6.80895046257657,2089.99,take_profit,5,2,1,0,True,True,False,TAKE_PROFIT_EXIT
baseline,1700046900000,1700071200000,2006.6,2007.00132,1995.289103894935,2029.22179221013,5.655448052532547,2032.28,take_profit,27,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1700132400000,1700136900000,2065.6,2066.01312,2051.094805573989,2094.610388852022,7.252597213005529,2047.8,stop_loss,5,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1700264700000,1700278200000,1960.71,1961.102142,1943.980710200676,1994.168579598647,8.36464489966178,1942.99,stop_loss,15,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1700321400000,1700354700000,1950.4,1950.79008,1939.406345743497,1972.387308513007,5.496827128251714,1952.21,trailing_stop,37,0,0,0,False,False,False,PROFIT_TRAILING_EXIT
baseline,1700370900000,1700391600000,1961.9,1962.29238,1952.771461091354,1980.157077817292,4.56426945432293,1951.89,stop_loss,23,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1700408700000,1700434800000,1966.9,1967.29338,1957.004867418143,1986.690265163714,4.947566290928433,1999.9,take_profit,29,2,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1700530200000,1700532900000,2031.86,2032.266372,2016.515964130355,2062.54807173929,7.672017934822654,2021.09,llm_sell,3,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1700631900000,1700649000000,1984.3,1984.69686,1971.266016415032,2010.367967169935,6.516991792483857,2017.92,take_profit,19,3,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1700771400000,1700817300000,2064.68,2065.092936,2053.408285927115,2087.22342814577,5.635857036442539,2087.59,take_profit,51,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1700942400000,1700961300000,2083.29,2083.706658,2076.933849532458,2096.002300935084,3.178075233771001,2076.62,stop_loss,21,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1700981100000,1701000000000,2089.79,2090.207958,2083.177060567377,2103.015878865245,3.306469716311234,2082.7,stop_loss,21,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1701131400000,1701136800000,2037.71,2038.117542,2024.374048044847,2064.381903910307,6.667975977576665,2021.79,stop_loss,6,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1701171900000,1701189000000,2028.1,2028.50562,2017.013746987173,2050.272506025653,5.543126506413325,2052.78,take_profit,19,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1701320400000,1701332100000,2036.25,2036.65725,2026.166009710777,2056.417980578446,5.04199514461145,2027.44,llm_sell,13,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1701344700000,1701351900000,2045.25,2045.65905,2036.183006138341,2063.383987723318,4.533496930829386,2035.3,stop_loss,8,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1701360000000,1701360900000,2035.7,2036.10714,2022.132199962187,2062.835600075627,6.783900018906747,2033.8,llm_sell,1,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1701361800000,1701393300000,2038.19,2038.597638,2024.918274457192,2064.733451085617,6.635862771404279,2073.49,take_profit,35,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1701628200000,1701639900000,2161.96,2162.392392,2152.166118614891,2181.547762770218,4.896940692554407,2183.33,take_profit,13,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1701726300000,1701729900000,2234.66,2235.106932,2220.093297351892,2263.793405296215,7.283351324053611,2228.16,stop_loss,4,0,0,0,False,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1701756000000,1701759600000,2237.59,2238.037518,2225.429054310423,2261.911891379155,6.080472844788853,2218.53,stop_loss,4,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1701792900000,1701796500000,2228.15,2228.59563,2210.451810556946,2263.546378886108,8.84909472152704,2270.54,take_profit,4,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1701887400000,1701893700000,2274.21,2274.664842,2256.387386873276,2309.855226253449,8.911306563362167,2260.8,llm_sell,7,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1701926100000,1701936900000,2269.39,2269.843878,2257.517081430908,2293.135837138183,5.936459284546001,2248.72,stop_loss,12,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1701961200000,1701962100000,2279.19,2279.645838,2262.320843334122,2312.928313331755,8.434578332938894,2316.4,take_profit,1,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1702046700000,1702051200000,2364,2364.4728,2346.121599889388,2399.756800221224,8.939200055305966,2355.11,llm_sell,5,0,2,0,False,True,False,STRATEGY_EXIT
baseline,1702053000000,1702053900000,2359.37,2359.841874,2341.661177514661,2394.787644970677,8.854411242669316,2355.29,llm_sell,1,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1702069200000,1702083600000,2361.9,2362.37238,2348.175423610465,2389.349152779071,6.862288194767695,2351.13,stop_loss,16,0,0,0,False,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1702095300000,1702108800000,2364.3,2364.77286,2353.59374233911,2385.712515321781,5.35312883044521,2387.47,take_profit,15,2,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1702223100000,1702229400000,2352.03,2352.500406,2341.991396096197,2372.107207807607,5.019301951901722,2341.28,stop_loss,7,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1702343700000,1702356300000,2237.19,2237.637438,2217.767521970465,2276.034956059071,9.71123901476756,2216.9,stop_loss,14,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1702473300000,1702481400000,2191.55,2191.98831,2177.296223313327,2220.057553373346,7.126888343336551,2222.08,take_profit,9,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1702701000000,1702710900000,2247.99,2248.439598,2234.214305631823,2275.541388736353,6.887847184088318,2240.51,llm_sell,11,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1702718100000,1702749600000,2248.97,2249.419794,2239.480387289038,2267.949225421924,4.744806355480856,2244.21,stop_loss,35,0,0,0,False,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1702831500000,1702836000000,2233.16,2233.606632,2217.93864159534,2263.602716809321,7.610679202330094,2217.46,stop_loss,5,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1702927800000,1702933200000,2173.56,2173.994712,2159.313862959985,2202.052274080029,7.123068520007253,2208.1,take_profit,6,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1703047500000,1703079900000,2214.23,2214.672846,2198.535900014036,2245.618199971928,7.847049992981881,2248.51,take_profit,36,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1703142900000,1703155500000,2213.62,2214.062724,2199.496678074976,2241.866643850048,7.061660962511842,2244.64,take_profit,14,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1703356200000,1703362500000,2298.99,2299.449798,2289.321273375753,2318.327453248493,4.834363312123236,2288.61,stop_loss,7,0,3,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1703371500000,1703384100000,2296.31,2296.769262,2285.42893696812,2318.07212606376,5.440531515939981,2325.34,take_profit,14,2,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1703484900000,1703488500000,2289.75,2290.20795,2278.87909112441,2311.491817751181,5.43545443779512,2278.61,stop_loss,4,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1703508300000,1703511000000,2298.9,2299.35978,2286.216341605365,2324.26731678927,6.341829197317591,2283.58,stop_loss,3,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1703664000000,1703671200000,2231.87,2232.316374,2221.796650186082,2252.016699627835,5.036674906958736,2253.36,take_profit,8,4,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1703844900000,1703863800000,2365.62,2366.093124,2345.933443662639,2404.993112674722,9.843278168680611,2341.8,stop_loss,21,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1703951100000,1703961000000,2312.9,2313.36258,2297.942566807945,2342.814866384111,7.478716596027758,2297.92,stop_loss,11,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1704014100000,1704035700000,2306.9,2307.36138,2295.041981638943,2330.616036722115,5.929009180528678,2297.71,stop_loss,24,0,0,0,False,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1704047400000,1704050100000,2304.2,2304.66084,2290.831613444141,2330.936773111717,6.684193277929395,2293.91,llm_sell,3,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1704103200000,1704132000000,2300.4,2300.86008,2290.432901722788,2320.334196554424,4.983549138605852,2329.1,take_profit,32,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1704258000000,1704267900000,2373.71,2374.184742,2360.323958724656,2400.482082550688,6.693020637671801,2361.63,stop_loss,11,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1704349800000,1704353400000,2243.91,2244.358782,2228.531586348295,2274.666827303409,7.689206825852415,2227.46,stop_loss,4,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1704374100000,1704379500000,2236.63,2237.077326,2220.806520459087,2268.276959081826,7.91173977045659,2273.24,take_profit,6,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1704447900000,1704451500000,2264.71,2265.162942,2249.119569542419,2295.890860915161,7.795215228790272,2240.19,stop_loss,4,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1704495600000,1704506400000,2274.1,2274.55482,2254.384396923936,2313.531206152128,9.857801538031996,2253.3,stop_loss,12,0,3,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1704555000000,1704579300000,2241.8,2242.24836,2231.760270736807,2261.879458526386,5.019864631596437,2237.1,llm_sell,27,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1704588300000,1704618000000,2249.59,2250.039918,2239.281897423605,2270.20620515279,5.15405128819747,2236.79,stop_loss,33,0,4,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1704635100000,1704640500000,2251.93,2252.380386,2241.253111710831,2273.283776578337,5.338444144584188,2234.11,stop_loss,6,0,1,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1704656700000,1704664800000,2248.52,2248.969704,2237.273281591787,2271.013436816427,5.623359204106696,2233.37,stop_loss,9,0,3,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1704703500000,1704715200000,2222,2222.4444,2203.873553096193,2258.252893807614,9.063223451903388,2264.96,take_profit,13,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1704836700000,1704879000000,2317.4,2317.86348,2264.171015085461,2423.857969829079,26.61449245726969,2424.62,take_profit,47,1,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1705013100000,1705021200000,2615.31,2615.833062,2582.506738686654,2680.916522626693,16.40163065667323,2593.79,llm_sell,9,0,0,0,False,False,False,STRATEGY_EXIT
baseline,1705041900000,1705046400000,2617.6,2618.12352,2595.56959972281,2661.660800554379,11.01520013859472,2589.8,stop_loss,5,0,2,0,False,True,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1705054500000,1705060800000,2616.67,2617.193334,2592.520486459111,2664.969027081778,12.07475677044446,2676.2,take_profit,7,2,0,0,True,False,False,TAKE_PROFIT_EXIT
baseline,1705161600000,1705198500000,2560.74,2561.252148,2540.456981091898,2601.306037816203,10.14150945405071,2556.33,trailing_stop,41,0,0,0,False,False,False,PROFIT_TRAILING_EXIT
baseline,1705310100000,1705328100000,2525.59,2526.095118,2510.760094168396,2555.249811663209,7.414952915802213,2519.6,stop_loss,20,0,0,0,False,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
baseline,1705378500000,1705412700000,2533.4,2533.90668,2517.982836818267,2564.234326363467,7.708581590866755,2525.83,stop_loss,38,0,0,0,False,False,False,INITIAL_OR_BELOW_ENTRY_STOP_EXIT
